mask_of_subjects_face,order_id,line_item_id,mask_quality,subject_class,number_of_heads
/refined_masks/mask_images3/mask_images2/145348-22239-1540142654-14-20181021-122405.npy,22239,145348,okay,human,1
/refined_masks/mask_images3/mask_images2/145349-22240-1540142556-18-princess-dog.npy,22240,145349,good,dog,1
/refined_masks/mask_images3/mask_images2/145350-22241-1540142678-30-7aaeecae-a78f-4591-bbeb-5fe74f9b988c.npy,22241,145350,good,dog,1
/refined_masks/mask_images3/mask_images2/145353-22244-1539985435-24-screenshot-20181018-190655-instagram-1-1.npy,22244,145353,bad,dog,1
/refined_masks/mask_images3/mask_images2/145355-22246-1540143715-53-parker.npy,22246,145355,good,dog,1
/refined_masks/mask_images3/mask_images2/145355-22247-1540143775-38-lemmy.npy,22247,145355,good,dog,1
/refined_masks/mask_images3/mask_images2/145356-22248-1540143691-98-miltonian.npy,22248,145356,good,dog,1
/refined_masks/mask_images3/mask_images2/145357-22249-1540143780-90-screenshot-20181021-124247-gallery.npy,22249,145357,good,human,1
/refined_masks/mask_images3/mask_images2/145362-22253-1540144114-78-3ffcd4e6-3b59-4816-a144-6c54e8166014.npy,22253,145362,okay,human,1
/refined_masks/mask_images3/mask_images2/145362-22254-1540144431-94-3fdab292-a49e-4d6f-8b70-bf43fb4521a2.npy,22254,145362,good,human,1
/refined_masks/mask_images3/mask_images2/145363-22255-1540144918-53-img-4755.npy,22255,145363,good,dog,1
/refined_masks/mask_images3/mask_images2/145364-22256-1540144895-39-1f1e0533-e219-49d1-bf91-a34696825f9c.npy,22256,145364,good,dog,1
/refined_masks/mask_images3/mask_images2/145365-22257-1540144854-95-screen-shot-2018-10-21-at-125844-pm.npy,22257,145365,good,cat,1
/refined_masks/mask_images3/mask_images2/145365-22260-1540145009-88-img-4356.npy,22260,145365,bad,dog,1
/refined_masks/mask_images3/mask_images2/145366-22263-1540144876-14-summer-2006-2401-copy-2.npy,22263,145366,bad,human,1
/refined_masks/mask_images3/mask_images2/145369-22264-1540145325-70-5384cd3b-c8c5-4770-ab82-20fcf6634fc3.npy,22264,145369,okay,dog,1
/refined_masks/mask_images3/mask_images2/145370-22266-1540145898-46-43065923-902223003301407-7555613562685620224-n.npy,22266,145370,good,dog,1
/refined_masks/mask_images3/mask_images2/145372-22268-1540145984-72-birdy.npy,22268,145372,okay,dog,1
/refined_masks/mask_images3/mask_images2/145375-22270-1540144395-28-screenshot-20181021-135257-messages.npy,22270,145375,good,other,1
/refined_masks/mask_images3/mask_images2/145375-22273-1540145565-79-img-20171231-214457-613.npy,22273,145375,good,human,1
/refined_masks/mask_images3/mask_images2/145377-22278-1540146721-55-maggie.npy,22278,145377,good,dog,1
/refined_masks/mask_images3/mask_images2/145378-22279-1540146874-64-497a5eab-b41a-4f2f-8013-a9ba96fcd012.npy,22279,145378,good,dog,1
/refined_masks/mask_images3/mask_images2/145379-22280-1540146744-74-img-3330.npy,22280,145379,good,dog,1
/refined_masks/mask_images3/mask_images2/145380-22281-1540146527-93-5b21517a-2507-4591-9e69-ce9e2f1baa40.npy,22281,145380,good,dog,1
/refined_masks/mask_images3/mask_images2/145381-22282-1540144713-14-36a435f9-0d94-4cb1-8b60-a4285a8b5cc7.npy,22282,145381,good,dog,1
/refined_masks/mask_images3/mask_images2/145382-22284-1540147829-3-f9811081-94dd-4d76-acfc-36d15c18fde6.npy,22284,145382,good,dog,1
/refined_masks/mask_images3/mask_images2/145383-22291-1540147729-1-640ac16c-cd46-46a7-8d82-f7a8afae5cc9.npy,22291,145383,good,dog,1
/refined_masks/mask_images3/mask_images2/145384-22286-1540147910-45-screen-shot-2018-10-21-at-115111-am.npy,22286,145384,good,dog,1
/refined_masks/mask_images3/mask_images2/145385-22285-1540147629-37-img-2093.npy,22285,145385,good,dog,1
/refined_masks/mask_images3/mask_images2/145390-22293-1540149090-36-984ede28-9e76-4833-acff-cdddfeb00f27.npy,22293,145390,bad,human,1
/refined_masks/mask_images3/mask_images2/145391-22294-1540149370-53-img-20181017-202719071.npy,22294,145391,good,human,1
/refined_masks/mask_images3/mask_images2/145393-22296-1540149723-33-org-dsc00088.npy,22296,145393,good,dog,1
/refined_masks/mask_images3/mask_images2/145393-22297-1540149803-2-org-dsc00096.npy,22297,145393,good,dog,1
/refined_masks/mask_images3/mask_images2/145394-22298-1540149568-25-20180911-190012.npy,22298,145394,good,dog,1
/refined_masks/mask_images3/mask_images2/145395-22299-1540149800-69-9984d344-cf33-4b7c-97a4-8ff073a9dc57.npy,22299,145395,good,dog,1
/refined_masks/mask_images3/mask_images2/145396-22300-1540149835-49-kiki-face.npy,22300,145396,good,dog,1
/refined_masks/mask_images3/mask_images2/145399-22305-1540150410-57-buddy-fall.npy,22305,145399,good,dog,1
/refined_masks/mask_images3/mask_images2/145401-22307-1540150338-34-0.npy,22307,145401,good,dog,1
/refined_masks/mask_images3/mask_images2/145401-22308-1540150464-98-cl-05-2.npy,22308,145401,good,dog,1
/refined_masks/mask_images3/mask_images2/145402-22312-1540150985-10-20181021-154150.npy,22312,145402,good,dog,1
/refined_masks/mask_images3/mask_images2/145403-22309-1540149952-64-dsc3488-2.npy,22309,145403,good,dog,1
/refined_masks/mask_images3/mask_images2/145403-22310-1540150034-32-dsc3496-1.npy,22310,145403,good,dog,1
/refined_masks/mask_images3/mask_images2/145407-22316-1540151769-86-03558bc4-93fd-41b2-885f-d6b1e565159f.npy,22316,145407,good,dog,1
/refined_masks/mask_images3/mask_images2/145407-22317-1540152088-34-6b717082-3289-4202-8f23-c7d9c00f8156.npy,22317,145407,bad,cat,1
/refined_masks/mask_images3/mask_images2/145409-22319-1540151926-19-sambi-2.npy,22319,145409,bad,dog,1
/refined_masks/mask_images3/mask_images2/145409-22320-1540151956-71-sambi-alcoholica.npy,22320,145409,okay,dog,1
/refined_masks/mask_images3/mask_images2/145409-22321-1540152016-2-tango-b-y-n.npy,22321,145409,good,dog,1
/refined_masks/mask_images3/mask_images2/145409-22322-1540152083-77-tango-casa.npy,22322,145409,good,dog,1
/refined_masks/mask_images3/mask_images2/145409-22323-1540152175-99-capo-casa.npy,22323,145409,good,dog,1
/refined_masks/mask_images3/mask_images2/145409-22324-1540152205-46-capo-playa.npy,22324,145409,good,dog,1
/refined_masks/mask_images3/mask_images2/145409-22325-1540152298-1-tango-lector.npy,22325,145409,good,dog,1
/refined_masks/mask_images3/mask_images2/145411-22327-1540152719-19-snapchat-2117412364.npy,22327,145411,bad,human,1
/refined_masks/mask_images3/mask_images2/145412-22328-1540153057-25-352b08c2-87f2-4eec-93fd-554b0d187c9e.npy,22328,145412,bad,dog,1
/refined_masks/mask_images3/mask_images2/145413-22329-1540153105-29-img-7003.npy,22329,145413,good,cat,1
/refined_masks/mask_images3/mask_images2/145415-22331-1540153454-99-ee89d484-6c07-4c45-ac58-5c89a5d53f17.npy,22331,145415,good,dog,1
/refined_masks/mask_images3/mask_images2/145418-22335-1540153283-63-fb-img-1540146471103.npy,22335,145418,good,dog,1
/refined_masks/mask_images3/mask_images2/145419-22338-1540153763-48-b9512004-4a92-4efb-9496-33baf328ef0d.npy,22338,145419,good,dog,1
/refined_masks/mask_images3/mask_images2/145419-22339-1540153789-59-d6a101ef-dabf-4ea1-8ecb-023675d2ec8f.npy,22339,145419,good,dog,1
/refined_masks/mask_images3/mask_images2/145422-22340-1540153730-75-5a57e451-7198-482b-a0bd-c697fa3cbb48.npy,22340,145422,good,cat,1
/refined_masks/mask_images3/mask_images2/145425-22343-1540154613-65-img-4351.npy,22343,145425,good,dog,1
/refined_masks/mask_images3/mask_images2/145428-22345-1540154855-88-20181021-154111.npy,22345,145428,bad,dog,1
/refined_masks/mask_images3/mask_images2/145429-22347-1540155048-51-img-4893.npy,22347,145429,okay,dog,1
/refined_masks/mask_images3/mask_images2/145432-22353-1540155177-41-cf0e247c-966e-4a04-adf1-067d414393f4.npy,22353,145432,okay,cat,1
/refined_masks/mask_images3/mask_images2/145435-22356-1540155502-53-aa8bd596-8bdd-45ae-9241-380b99aced1f.npy,22356,145435,good,dog,1
/refined_masks/mask_images3/mask_images2/145436-22357-1540156109-8-57aa070d-e17e-4524-9d6b-f960449bbed4.npy,22357,145436,good,human,1
/refined_masks/mask_images3/mask_images2/145437-22359-1540156244-12-ce76221e-d19a-4708-9a23-22e10a44d7fe.npy,22359,145437,good,dog,1
/refined_masks/mask_images3/mask_images2/145439-22360-1540156059-31-img-1818.npy,22360,145439,good,dog,1
/refined_masks/mask_images3/mask_images2/145439-22361-1540156634-3-untitled.npy,22361,145439,bad,dog,1
/refined_masks/mask_images3/mask_images2/145440-22362-1540156296-0-img-0005.npy,22362,145440,good,dog,1
/refined_masks/mask_images3/mask_images2/145442-22364-1540156973-35-fb-img-1539733589512.npy,22364,145442,good,dog,1
/refined_masks/mask_images3/mask_images2/145442-22365-1540157056-2-fb-img-1540157025053.npy,22365,145442,good,dog,1
/refined_masks/mask_images3/mask_images2/145443-22368-1540156734-26-img-0697-2.npy,22368,145443,okay,human,1
/refined_masks/mask_images3/mask_images2/145443-22369-1540157091-29-img-1445.npy,22369,145443,bad,human,1
/refined_masks/mask_images3/mask_images2/145452-22372-1540157678-79-9f878b15-59ab-4eb8-a72f-72a401895c96.npy,22372,145452,good,human,2
/refined_masks/mask_images3/mask_images2/145454-22375-1540141812-2-24d61b97-7bd8-454c-bd4e-4b7b2c7d71e2.npy,22375,145454,bad,dog,1
/refined_masks/mask_images3/mask_images2/145456-22378-1540157932-20-20181014-120311.npy,22378,145456,bad,dog,1
/refined_masks/mask_images3/mask_images2/145458-22380-1540158074-26-screen-shot-2018-10-06-at-104602-am.npy,22380,145458,good,dog,1
/refined_masks/mask_images3/mask_images2/145458-22381-1540158110-9-28643203-10156393574809260-1057224848-o.npy,22381,145458,bad,dog,1
/refined_masks/mask_images3/mask_images2/145461-22385-1540157951-42-orca-socks.npy,22385,145461,good,cat,1
/refined_masks/mask_images3/mask_images2/145462-22393-1540159124-39-20180720-141248.npy,22393,145462,okay,human,1
/refined_masks/mask_images3/mask_images2/145463-22394-1540158549-98-link-the-bunny.npy,22394,145463,bad,other,1
/refined_masks/mask_images3/mask_images2/145464-22397-1540158475-65-aliens-min.npy,22397,145464,good,other,1
/refined_masks/mask_images3/mask_images2/145468-22402-1540159707-77-4b9a5c22-2375-4743-80bf-53170a7951fe.npy,22402,145468,good,dog,1
/refined_masks/mask_images3/mask_images2/145470-22404-1540159496-38-6f18dc83-9b09-4b18-99f4-8c28ed71b834.npy,22404,145470,good,dog,1
/refined_masks/mask_images3/mask_images2/145470-22405-1540159807-72-2271ebf0-6100-423d-8189-7930c5b48f84.npy,22405,145470,good,dog,1
/refined_masks/mask_images3/mask_images2/145471-22411-1540159795-69-img-2269.npy,22411,145471,bad,dog,1
/refined_masks/mask_images3/mask_images2/145473-22408-1540160116-63-29fe9907-8306-4000-9ebf-74791eb9b8ef.npy,22408,145473,bad,dog,1
/refined_masks/mask_images3/mask_images2/145474-22409-1540159665-14-9239f940-c17c-427a-8960-0bececf4ec35.npy,22409,145474,bad,dog,1
/refined_masks/mask_images3/mask_images2/145475-22410-1540117063-46-img-0138.npy,22410,145475,bad,cat,1
/refined_masks/mask_images3/mask_images2/145476-22412-1540159437-88-c8c69646-6e30-4e45-888e-003d28df381f.npy,22412,145476,bad,human,1
/refined_masks/mask_images3/mask_images2/145477-22414-1540160168-83-elli.npy,22414,145477,good,dog,1
/refined_masks/mask_images3/mask_images2/145477-22415-1540160226-71-elli.npy,22415,145477,good,dog,1
/refined_masks/mask_images3/mask_images2/145478-22416-1540160517-30-angus.npy,22416,145478,good,dog,1
/refined_masks/mask_images3/mask_images2/145480-22420-1540160727-75-3f90a83d-a7ae-44b6-ac1d-39f0f6f35480.npy,22420,145480,good,dog,1
/refined_masks/mask_images3/mask_images2/145480-22421-1540160844-52-38a69b6d-a076-4028-acc6-bb7b244c097a.npy,22421,145480,good,dog,1
/refined_masks/mask_images3/mask_images2/145482-22423-1540160957-87-58199cf3-5b4a-4ad0-9a38-f697ebcca94b.npy,22423,145482,good,dog,1
/refined_masks/mask_images3/mask_images2/145483-22425-1540161206-56-69eb785b-4b66-421c-8820-d8fc55b5db17.npy,22425,145483,bad,dog,1
/refined_masks/mask_images3/mask_images2/145485-22428-1540161374-99-9bb0d096-a0ca-422f-a74a-111d5f04a158.npy,22428,145485,good,human,1
/refined_masks/mask_images3/mask_images2/145490-22433-1540162471-67-bce37137-e06d-4168-a5b1-f40d9136b443.npy,22433,145490,good,human,2
/refined_masks/mask_images3/mask_images2/145490-22434-1540163014-32-f228c68c-9359-4740-b0a9-d05cad47ce55.npy,22434,145490,bad,human,1
/refined_masks/mask_images3/mask_images2/145492-22437-1540163678-49-20181021-181153.npy,22437,145492,good,dog,1
/refined_masks/mask_images3/mask_images2/145493-22438-1540163731-91-img-2470.npy,22438,145493,bad,dog,1
/refined_masks/mask_images3/mask_images2/145495-22496-1540163842-45-41fcac75-3acf-4ae6-a311-6a2c1d4ff996.npy,22496,145495,bad,human,1
/refined_masks/mask_images3/mask_images2/145496-22440-1540163870-54-fae33807-3b93-4137-be96-b17b94d75ac8.npy,22440,145496,bad,dog,1
/refined_masks/mask_images3/mask_images2/145497-22441-1540164044-4-img-20180709-224251.npy,22441,145497,good,dog,1
/refined_masks/mask_images3/mask_images2/145500-22442-1540164304-74-steve-3333.npy,22442,145500,good,dog,1
/refined_masks/mask_images3/mask_images2/145501-22445-1540164186-19-tonks.npy,22445,145501,okay,cat,1
/refined_masks/mask_images3/mask_images2/145505-22449-1540162846-51-258c4eb8-b57b-4859-812e-20326ef87d3d.npy,22449,145505,bad,dog,1
/refined_masks/mask_images3/mask_images2/145506-22448-1540164545-11-img-1226.npy,22448,145506,good,cat,1
/refined_masks/mask_images3/mask_images2/145507-22450-1540164505-78-spanky-2.npy,22450,145507,good,dog,1
/refined_masks/mask_images3/mask_images2/145508-22451-1540162062-26-img-6782.npy,22451,145508,okay,human,1
/refined_masks/mask_images3/mask_images2/145509-22453-1540164868-81-img-1199.npy,22453,145509,good,human,1
/refined_masks/mask_images3/mask_images2/145510-22455-1540164889-85-img-0792.npy,22455,145510,okay,dog,1
/refined_masks/mask_images3/mask_images2/145512-22456-1540164740-54-bc5a6f82-765b-4066-be99-4f68b33b9a42.npy,22456,145512,good,human,1
/refined_masks/mask_images3/mask_images2/145512-22457-1540165039-0-2321f322-d330-4c27-ac72-d9ed1f3ece89.npy,22457,145512,good,human,1
/refined_masks/mask_images3/mask_images2/145516-22461-1540165287-9-johnny2.npy,22461,145516,bad,human,1
/refined_masks/mask_images3/mask_images2/145517-22462-1540165251-71-52a2ca4e-a84b-4696-af92-8aba639603d2.npy,22462,145517,bad,human,1
/refined_masks/mask_images3/mask_images2/145519-22464-1540165369-38-screen-shot-2018-10-21-at-63958-pm.npy,22464,145519,good,dog,1
/refined_masks/mask_images3/mask_images2/145520-22470-1540165868-49-screenshot-20180718-214154.npy,22470,145520,good,dog,1
/refined_masks/mask_images3/mask_images2/145522-22466-1540165687-34-6cc81442-0917-463e-9a0e-4845b11ee356.npy,22466,145522,good,human,1
/refined_masks/mask_images3/mask_images2/145523-22468-1540165541-42-20180906-110307.npy,22468,145523,bad,dog,1
/refined_masks/mask_images3/mask_images2/145525-22467-1540165722-18-penny.npy,22467,145525,good,dog,1
/refined_masks/mask_images3/mask_images2/145526-22469-1540165810-16-dsc-1316-crop.npy,22469,145526,good,human,1
/refined_masks/mask_images3/mask_images2/145527-22473-1540165558-92-757acc29-8f4b-4516-a726-9aea0ffb6a67.npy,22473,145527,good,dog,1
/refined_masks/mask_images3/mask_images2/145527-22474-1540165620-94-5d9236a1-bc44-4cd3-b7d2-d50bd69466b2.npy,22474,145527,good,dog,1
/refined_masks/mask_images3/mask_images2/145528-22475-1540165869-94-img-1133.npy,22475,145528,good,dog,1
/refined_masks/mask_images3/mask_images2/145532-22482-1540166545-61-part-1532084133492.npy,22482,145532,good,cat,1
/refined_masks/mask_images3/mask_images2/145533-22484-1540166698-91-michael-at-pub.npy,22484,145533,bad,dog,3
/refined_masks/mask_images3/mask_images2/145537-22489-1540167209-53-9d7a16fe-4228-44f2-b115-d17b3305daa0.npy,22489,145537,good,human,1
/refined_masks/mask_images3/mask_images2/145538-22491-1540166031-82-img-6599.npy,22491,145538,bad,dog,1
/refined_masks/mask_images3/mask_images2/145539-22492-1540167413-1-873a2994-052d-4162-9fe1-1b539f50b9e8.npy,22492,145539,bad,human,1
/refined_masks/mask_images3/mask_images2/145540-22493-1540167102-88-20180701-155557.npy,22493,145540,bad,dog,2
/refined_masks/mask_images3/mask_images2/145543-22497-1540167372-90-img-1172.npy,22497,145543,bad,human,1
/refined_masks/mask_images3/mask_images2/145544-22500-1540167817-38-893007b8-3352-44f7-8e82-84016114f475.npy,22500,145544,good,dog,1
/refined_masks/mask_images3/mask_images2/145545-22501-1540167469-4-4aa0ffa7-d2d9-4606-9623-63618e712e3c.npy,22501,145545,good,dog,1
/refined_masks/mask_images3/mask_images2/145547-22504-1540167707-63-9bd6ade3-d895-4657-bcd0-407557e9eea1.npy,22504,145547,good,dog,1
/refined_masks/mask_images3/mask_images2/145547-22505-1540167935-68-72e16583-7ecf-4ee0-9816-5f46919bca4e.npy,22505,145547,good,dog,1
/refined_masks/mask_images3/mask_images2/145548-22507-1540168416-47-014475cb-d7e5-421c-a8f4-3ea8f124ca7c.npy,22507,145548,bad,dog,1
/refined_masks/mask_images3/mask_images2/145548-22508-1540168525-24-528718e4-d024-484e-87dd-9238f1b2e45b.npy,22508,145548,good,human,1
/refined_masks/mask_images3/mask_images2/145550-22510-1540168734-5-img-1243.npy,22510,145550,good,dog,1
/refined_masks/mask_images3/mask_images2/145554-22513-1540169095-90-88449749-f0cd-4b10-b314-171665146368.npy,22513,145554,good,human,1
/refined_masks/mask_images3/mask_images2/145556-22517-1540169183-80-1434c3a2-51f0-4752-9a5f-56395836595e.npy,22517,145556,good,dog,1
/refined_masks/mask_images3/mask_images2/145556-22518-1540169235-75-0c55752f-6ac2-418c-8b29-7836e5f834bd.npy,22518,145556,good,dog,1
/refined_masks/mask_images3/mask_images2/145558-22520-1540168909-31-4052244e-10bc-46b2-bcc1-c7207d9f8b91.npy,22520,145558,bad,dog,1
/refined_masks/mask_images3/mask_images2/145560-22521-1540169256-24-20180914-184732-015.npy,22521,145560,bad,dog,1
/refined_masks/mask_images3/mask_images2/145563-22524-1540169839-1-dsc-5158-desktop-sntpqfms-conflicted-copy-2018-09-23-deleted-b41c120c56a7f70b73d75b7d8ac0473cf.npy,22524,145563,good,dog,1
/refined_masks/mask_images3/mask_images2/145564-22525-1540169669-50-20181018-103839.npy,22525,145564,bad,dog,1
/refined_masks/mask_images3/mask_images2/145566-22531-1540170125-9-39ac08f1-2ccb-4487-99a4-a6bfae3972db.npy,22531,145566,good,human,1
/refined_masks/mask_images3/mask_images2/145569-22527-1540168051-20-20180701-052041.npy,22527,145569,good,cat,1
/refined_masks/mask_images3/mask_images2/145572-22534-1540169620-97-aleex-face-cutout.npy,22534,145572,good,human,1
/refined_masks/mask_images3/mask_images2/145577-22539-1540171081-68-18845.npy,22539,145577,good,human,1
/refined_masks/mask_images3/mask_images2/145580-22542-1540171705-81-img-4111.npy,22542,145580,good,dog,1
/refined_masks/mask_images3/mask_images2/145581-22546-1540171740-22-7d7c9e3b-ba81-4de7-9325-5d5403c09460.npy,22546,145581,good,dog,1
/refined_masks/mask_images3/mask_images2/145586-22551-1540172036-78-img-0012.npy,22551,145586,bad,dog,1
/refined_masks/mask_images3/mask_images2/145587-22552-1540172075-25-9c656dc2-b0da-46c8-88f2-0f6fc96b8a0e.npy,22552,145587,good,other,1
/refined_masks/mask_images3/mask_images2/145588-22553-1540172192-48-20180927-183931.npy,22553,145588,bad,human,1
/refined_masks/mask_images3/mask_images2/145589-22554-1540172559-30-img-20180718-055506.npy,22554,145589,good,dog,1
/refined_masks/mask_images3/mask_images2/145590-22555-1540172180-28-lettie.npy,22555,145590,good,dog,1
/refined_masks/mask_images3/mask_images2/145591-22556-1540169503-10-img-3951.npy,22556,145591,bad,dog,1
/refined_masks/mask_images3/mask_images2/145593-22558-1540172631-64-c8fa2bda-cf90-47aa-98d6-a025dc3f8f3b.npy,22558,145593,good,human,1
/refined_masks/mask_images3/mask_images2/145594-22560-1540172589-77-p1030209-1539059557984.npy,22560,145594,good,human,1
/refined_masks/mask_images3/mask_images2/145594-22561-1540172638-44-fb-img-1539060420176.npy,22561,145594,good,human,1
/refined_masks/mask_images3/mask_images2/145594-22562-1540172674-9-received-1097119080410358.npy,22562,145594,good,human,2
/refined_masks/mask_images3/mask_images2/145595-22563-1540172637-38-fd223f0b-25de-4004-afa1-696ee83f8dad.npy,22563,145595,good,dog,1
/refined_masks/mask_images3/mask_images2/145596-22564-1540172790-96-eba35315-20cc-4f59-8c4b-22899da0570c.npy,22564,145596,good,dog,1
/refined_masks/mask_images3/mask_images2/145600-22569-1540173016-2-d27bf66f-789d-4de5-a52c-71f8e6484d2a.npy,22569,145600,good,dog,1
/refined_masks/mask_images3/mask_images2/145601-22571-1540172103-75-zack-2.npy,22571,145601,good,dog,1
/refined_masks/mask_images3/mask_images2/145602-22573-1540164307-69-harperpuppy.npy,22573,145602,good,dog,1
/refined_masks/mask_images3/mask_images2/145602-22577-1540173593-45-img-7188-2.npy,22577,145602,good,dog,1
/refined_masks/mask_images3/mask_images2/145602-22578-1540173633-99-img-7188-2.npy,22578,145602,good,dog,1
/refined_masks/mask_images3/mask_images2/145603-22582-1540173658-22-img-37771.npy,22582,145603,good,dog,1
/refined_masks/mask_images3/mask_images2/145604-22579-1540173657-46-qddme6983.npy,22579,145604,good,dog,1
/refined_masks/mask_images3/mask_images2/145607-22584-1540173282-74-img-8484.npy,22584,145607,bad,human,2
/refined_masks/mask_images3/mask_images2/145608-22586-1540174247-90-0f3f5cf9-c0ee-4817-8963-15e0028c9bcb.npy,22586,145608,good,dog,1
/refined_masks/mask_images3/mask_images2/145608-22587-1540174338-24-7934e6b8-7697-42ea-b43a-33afd90ddedd.npy,22587,145608,good,dog,1
/refined_masks/mask_images3/mask_images2/145609-22588-1540153344-34-5030d44c-2c34-4371-945b-a34c814aba5e.npy,22588,145609,good,dog,1
/refined_masks/mask_images3/mask_images2/145609-22589-1540153461-29-5f708c02-186c-478d-ba2b-4020ff47da2f.npy,22589,145609,good,dog,1
/refined_masks/mask_images3/mask_images2/145611-22590-1540175030-25-dfba029d-d0e0-474f-a8df-83b52fd1446c.npy,22590,145611,good,human,1
/refined_masks/mask_images3/mask_images2/145615-22595-1540175248-49-fb-img-1540173870893.npy,22595,145615,good,cat,1
/refined_masks/mask_images3/mask_images2/145618-22597-1540175422-14-baby-pic.npy,22597,145618,bad,human,1
/refined_masks/mask_images3/mask_images2/145619-22599-1540175446-33-annie-1.npy,22599,145619,good,dog,1
/refined_masks/mask_images3/mask_images2/145620-22600-1540175581-49-ralph.npy,22600,145620,good,dog,1
/refined_masks/mask_images3/mask_images2/145622-22602-1540175587-0-5dff05ba-7979-434c-9648-c256ce21ed07.npy,22602,145622,good,dog,1
/refined_masks/mask_images3/mask_images2/145622-22603-1540175660-25-d09a35f5-00af-4434-b639-f8696b0543cf.npy,22603,145622,good,dog,1
/refined_masks/mask_images3/mask_images2/145623-22604-1540174712-7-img-9689.npy,22604,145623,good,human,1
/refined_masks/mask_images3/mask_images2/145624-22607-1540175818-80-13b1b8e9-50f5-47c5-bc0f-2303be06e907.npy,22607,145624,good,dog,1
/refined_masks/mask_images3/mask_images2/145626-22609-1540177284-81-img-5487.npy,22609,145626,good,dog,1
/refined_masks/mask_images3/mask_images2/145628-22611-1540176484-68-f5ee5525-63a1-4cce-b82f-a503b5ad2e79.npy,22611,145628,good,human,1
/refined_masks/mask_images3/mask_images2/145629-22612-1540176747-47-screenshot-20181022-134908.npy,22612,145629,good,dog,1
/refined_masks/mask_images3/mask_images2/145629-22613-1540176810-78-screenshot-20181022-134908.npy,22613,145629,good,dog,1
/refined_masks/mask_images3/mask_images2/145630-22614-1540176486-68-mylo.npy,22614,145630,good,dog,1
/refined_masks/mask_images3/mask_images2/145634-22621-1540177274-90-bb0d6ca6-7671-42ed-8306-0fe25f3274c3.npy,22621,145634,good,human,1
/refined_masks/mask_images3/mask_images2/145637-22624-1540177468-33-ae259491-813e-4e74-a5df-73b20311b029.npy,22624,145637,good,cat,1
/refined_masks/mask_images3/mask_images2/145637-22625-1540177500-19-147a51be-61af-4359-828a-469f900eb14d.npy,22625,145637,good,cat,1
/refined_masks/mask_images3/mask_images2/145640-22629-1540177730-60-img-0507.npy,22629,145640,good,dog,1
/refined_masks/mask_images3/mask_images2/145640-22630-1540177833-17-img-0276.npy,22630,145640,good,dog,1
/refined_masks/mask_images3/mask_images2/145641-22631-1540177924-15-20181006-095307.npy,22631,145641,bad,human,1
/refined_masks/mask_images3/mask_images2/145642-22632-1540178148-35-img-1876.npy,22632,145642,good,dog,1
/refined_masks/mask_images3/mask_images2/145643-22633-1540178104-29-d747e833-8b80-4275-9a38-eeeb18f59adf.npy,22633,145643,good,dog,1
/refined_masks/mask_images3/mask_images2/145646-22636-1540178705-68-c5b11095-3c54-454a-879a-a5d491daaa2e.npy,22636,145646,good,other,1
/refined_masks/mask_images3/mask_images2/145646-22637-1540178843-37-ae7df9d4-0466-4d07-8845-7a64a0941864.npy,22637,145646,good,other,1
/refined_masks/mask_images3/mask_images2/145647-22638-1540178934-93-screenshot-20181021-172604-instagram.npy,22638,145647,good,dog,1
/refined_masks/mask_images3/mask_images2/145648-22639-1540178691-29-73e4a4ed-cbf9-409d-bf5c-a7924ca092c5.npy,22639,145648,good,cat,1
/refined_masks/mask_images3/mask_images2/145648-22640-1540178810-16-bf683354-655d-4071-81cd-b2afbe8c1215.npy,22640,145648,good,cat,1
/refined_masks/mask_images3/mask_images2/145649-22642-1540178746-9-2018-05-19-sa-0073.npy,22642,145649,good,human,1
/refined_masks/mask_images3/mask_images2/145650-22643-1540171990-0-a3ac3092-3b73-42b4-ab89-bd1cf936df8b.npy,22643,145650,good,dog,1
/refined_masks/mask_images3/mask_images2/145651-22644-1540179049-88-fullsizerender.npy,22644,145651,good,dog,1
/refined_masks/mask_images3/mask_images2/145652-22645-1540179808-26-received-10154143074525930.npy,22645,145652,good,dog,1
/refined_masks/mask_images3/mask_images2/145653-22646-1540179582-86-81f1b9d5-9b30-4013-8b29-226d3c2fe47d.npy,22646,145653,good,dog,1
/refined_masks/mask_images3/mask_images2/145655-22647-1540179908-34-36acc5da-365b-4997-a817-4b52bd8d9cc3.npy,22647,145655,bad,dog,1
/refined_masks/mask_images3/mask_images2/145655-22648-1540179995-0-5a797fc9-d19d-45e9-a56d-cc51aa75f277.npy,22648,145655,bad,dog,1
/refined_masks/mask_images3/mask_images2/145655-22649-1540180054-65-0279d9d0-953d-4d72-b05a-788066b3732b.npy,22649,145655,bad,dog,1
/refined_masks/mask_images3/mask_images2/145656-22650-1540179830-98-pablo.npy,22650,145656,good,dog,1
/refined_masks/mask_images3/mask_images2/145656-22651-1540179869-90-pablo.npy,22651,145656,good,dog,1
/refined_masks/mask_images3/mask_images2/145656-22652-1540180017-63-pablo.npy,22652,145656,good,dog,1
/refined_masks/mask_images3/mask_images2/145656-22653-1540180063-63-pablo.npy,22653,145656,good,dog,1
/refined_masks/mask_images3/mask_images2/145656-22654-1540180116-14-pablo.npy,22654,145656,good,dog,1
/refined_masks/mask_images3/mask_images2/145657-22656-1540163317-7-ruby3.npy,22656,145657,good,dog,1
/refined_masks/mask_images3/mask_images2/145658-22659-1540180492-89-bossba.npy,22659,145658,good,other,0
/refined_masks/mask_images3/mask_images2/145659-22661-1540180485-56-david-with-beard.npy,22661,145659,good,human,1
